ACS,AGER,ASSOC,BASE,CAT,CLOS,CON,DECK,DET,DIV,FINC,FNBS,FOYER,FRAME,GAR,HEAT,HEAT2,LNDR,METRO,MFGS,PATI,PRCH,SEWER,STOR,WAL1,WAL2,WALS,WATER,AREA,BEDR,COMP,FNSQ,FFNSQ,FPLS,FULB,HAFB,LOTV,PVALU,SALE,FSQFS,STRT,CONPR,SLPR,SQFS,WEIGHT,FUEL,FUEL2,FCONPR,FSLPR,AREA_F,FNSQ_F,FFNSQ_F,SLPR_F,FSLPR_F,CONPR_F,FCONPR_F,LOTV_F,SQFS_F,FSQFS_F,PVALU_F,AUTH
1,2,2,1,1,0,0,0,1,3,0,1,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,9,9,9,0,641600,0,,201501,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201410
1,2,1,1,1,0,2,2,1,3,0,1,2,1,2,2,0,3,1,3,2,1,1,2,5,0,2,1,2856,3,201602,600,0,0,3,1,0,0,201602,1952,201510,0,246700,1952,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,1,1,1,0,2,2,1,3,0,2,0,1,2,2,0,2,1,3,1,1,1,1,2,0,2,1,0,3,201511,0,0,0,2,0,0,0,201511,1567,201507,0,249000,1567,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,1,1,0,2,2,1,3,1,2,0,1,3,2,0,2,1,3,2,1,1,1,5,0,2,1,0,3,201507,0,0,0,2,0,0,160000,201508,,201502,0,183400,1518,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201501
1,2,1,1,1,0,2,2,1,3,2,2,1,1,2,2,0,3,1,3,2,1,1,2,5,7,1,1,8995,4,201512,0,0,1,2,1,0,0,201502,4553,201507,0,0,4553,33,2,0,0,326900,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,1,1,1,0,2,2,2,3,0,2,0,1,2,2,0,2,1,3,1,2,1,1,2,0,2,1,0,2,201302,0,0,1,2,0,30000,291800,201508,,201208,0,350000,2268,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201208
1,2,1,1,1,0,2,2,1,3,5,2,0,1,3,2,0,2,1,3,2,1,1,1,2,5,1,1,12750,3,201511,0,0,0,2,0,0,0,201505,2068,201507,0,0,2068,25,2,0,0,298000,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,1,1,1,0,2,2,1,3,1,2,2,1,3,2,0,3,1,3,2,1,1,2,5,7,1,1,8750,4,201507,0,0,1,2,1,0,0,201412,2858,201504,0,0,2858,24,2,0,0,259200,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,2,1,1,0,2,1,1,3,0,1,2,1,3,0,0,2,1,3,1,1,0,2,0,0,0,1,0,4,0,1789,0,9,4,1,0,0,201510,,201510,0,640000,5722,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,2,1,1,0,2,2,1,3,1,2,2,1,3,2,4,2,1,3,2,1,2,2,5,0,2,2,0,3,201507,0,0,1,2,1,0,180000,201507,,201505,0,259000,2308,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,2,1,1,0,2,1,1,3,1,2,2,1,2,2,0,2,1,3,2,1,1,2,5,1,1,1,0,4,201506,0,0,1,2,1,0,195000,201509,,201406,0,239000,2700,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201405
1,2,2,1,1,0,2,1,1,3,1,0,1,1,3,2,0,2,1,3,2,1,1,2,2,5,1,1,0,4,201411,0,0,1,3,1,0,345700,201501,,201403,0,698000,4494,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201403
1,2,1,1,1,0,0,2,1,3,0,1,2,1,3,2,0,3,1,3,1,1,1,2,8,2,1,1,8712,4,201510,1230,0,1,3,1,0,220000,0,,201505,0,0,4973,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,1,1,1,0,2,1,1,3,1,2,1,1,3,1,0,3,1,3,2,1,1,2,5,0,2,1,11385,4,201503,0,0,1,3,1,15900,0,201407,3149,201410,0,269400,3149,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201410
1,2,1,3,1,0,2,2,1,3,1,0,0,1,2,2,0,2,1,3,2,2,1,1,5,0,2,1,8100,2,201508,0,0,1,2,0,0,124200,201503,1926,201505,0,0,1926,32,2,0,0,256400,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,1,1,1,0,2,2,1,3,1,2,1,1,2,1,0,3,1,3,2,1,2,2,5,0,2,1,65340,4,201512,0,0,1,2,1,75000,0,201504,2922,201507,0,368500,2922,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,2,1,0,2,2,1,3,4,0,2,1,3,2,0,2,1,3,1,1,1,2,1,7,1,1,36000,3,201510,0,0,9,4,1,0,641600,201410,4800,201410,0,0,4800,26,2,0,0,780000,0,0,0,0,0,0,0,0,0,0,1,201410
1,2,1,3,1,0,2,2,1,3,1,0,2,1,3,2,0,2,1,2,1,1,1,2,8,2,1,1,8710,3,201507,0,0,1,2,1,0,230000,201503,3132,201505,0,0,3132,24,2,0,0,287200,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,1,3,1,0,2,2,1,3,0,0,0,1,2,2,0,0,1,3,2,1,1,1,5,2,1,1,0,0,201507,0,0,0,9,9,0,78700,201507,,201410,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,1,1,1,0,2,2,1,3,1,1,2,1,2,2,0,1,1,3,2,1,1,2,5,2,1,1,7496,4,201512,952,0,0,2,1,0,169900,201509,2582,201506,0,0,2582,76,2,0,0,169900,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,1,1,0,2,2,1,3,1,2,2,1,2,2,0,3,1,3,1,2,1,2,2,0,2,1,9000,3,201509,0,0,0,2,1,0,0,201503,2592,201506,0,0,2592,24,2,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,1,1,1,0,2,2,1,3,1,2,2,1,3,2,0,1,1,3,1,1,1,2,5,2,1,1,9756,3,0,0,0,1,2,1,62900,258500,201601,,201511,0,261800,2289,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,1,1,1,0,2,2,1,3,1,2,0,1,2,2,0,2,1,3,2,1,1,1,5,7,1,1,9450,3,201512,0,0,1,2,1,0,300800,201507,2739,201508,0,0,2739,54,2,0,0,358600,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,1,1,1,0,2,1,2,3,1,2,0,1,2,2,0,2,1,3,2,2,1,1,2,5,1,1,0,2,201504,0,0,0,2,0,0,0,201412,1566,201408,0,0,1566,26,2,0,0,239900,0,0,0,0,0,0,0,0,0,0,0,201407
1,2,1,1,1,0,0,2,1,3,0,2,0,1,3,2,0,2,1,3,2,1,1,1,5,7,1,1,16530,3,201510,0,0,1,2,1,0,160000,0,,201507,0,0,1792,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,1,1,1,0,2,2,1,3,1,2,0,1,2,2,0,2,1,3,2,1,1,1,5,7,1,1,9100,3,201602,0,0,1,2,1,0,265000,201509,2509,201511,0,0,2509,25,2,0,0,341600,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,2,1,1,0,2,2,2,3,1,1,0,1,2,2,0,2,1,3,1,1,1,1,5,0,2,1,0,2,201505,729,0,1,2,0,0,140000,201412,1458,201412,0,0,1458,42,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201412
1,2,2,1,1,0,2,2,1,3,1,2,0,1,3,2,0,2,1,3,2,2,1,1,5,0,2,1,13744,3,201507,0,0,1,2,1,35000,125000,201603,,201503,0,246000,1715,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,2,1,1,0,2,2,1,3,1,2,1,1,3,2,0,3,1,3,1,1,1,2,5,0,2,1,7077,3,201601,0,0,0,2,1,0,196800,201506,2916,201510,0,0,2916,34,2,0,0,284900,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,1,1,1,0,2,2,1,3,1,2,2,1,3,2,0,2,1,3,2,1,1,2,5,0,2,1,13068,4,201506,0,0,1,2,1,0,0,201409,2995,201501,0,0,2995,26,2,0,0,353600,0,0,0,0,0,0,0,0,0,0,0,201412
1,2,2,1,1,0,2,1,1,3,4,1,0,1,3,2,0,2,1,3,2,1,2,1,5,7,1,2,21780,2,201502,558,0,1,2,1,0,0,201405,2200,201405,0,0,2200,25,3,0,0,203000,0,0,0,0,0,0,0,0,0,0,0,201405
1,2,2,1,1,0,2,2,1,3,0,2,2,1,2,1,0,2,1,3,1,1,1,2,2,0,2,1,0,3,201509,0,0,0,2,0,35000,0,201508,1931,201506,0,183100,1931,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,0,1,0,2,2,1,3,0,0,0,1,2,0,0,0,1,3,2,1,1,2,5,0,2,1,0,0,201509,0,0,9,9,9,0,110000,201509,,201507,0,0,2502,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,2,1,1,0,0,2,1,3,0,2,0,1,3,2,0,1,1,3,1,2,2,1,5,2,1,1,21600,4,0,0,0,1,2,0,0,361100,0,,201509,0,0,2322,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,1,1,1,0,2,2,1,3,0,1,1,1,3,2,0,2,1,3,2,1,1,2,8,2,1,1,13068,5,0,1381,0,1,3,1,0,218600,201511,,201512,0,400000,4544,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,2,1,1,0,2,1,1,3,1,2,2,1,3,2,0,2,1,3,1,1,1,2,5,2,1,1,19185,4,201510,0,0,1,3,1,120000,250000,201511,,201506,0,412000,2457,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
2,2,2,1,1,0,2,2,1,3,0,2,0,1,3,2,0,2,1,3,1,2,1,1,5,2,1,1,11700,3,201412,0,0,1,2,1,0,105000,201507,,201402,0,0,1804,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201402
1,2,1,1,1,0,2,2,1,3,1,2,1,1,3,2,0,1,1,3,1,2,1,2,2,5,1,1,12573,4,201503,0,0,1,2,1,0,356100,201311,2841,201402,0,0,2841,25,2,0,0,380000,0,0,0,0,0,0,0,0,0,0,0,201402
1,2,1,1,1,0,0,1,1,3,0,1,2,1,2,2,0,3,1,3,2,1,1,2,5,7,1,1,13068,4,201510,1000,0,1,3,1,0,148600,0,,201508,0,0,4450,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,0,1,1,0,2,2,1,3,1,2,1,1,2,2,0,2,1,3,2,1,1,2,2,5,1,1,8400,4,201510,0,0,1,2,1,55000,209000,201510,,201409,0,281500,2466,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201409
1,2,1,1,1,0,2,2,1,3,0,2,0,1,2,2,0,2,1,3,1,1,1,1,5,0,2,1,6525,3,201603,0,0,1,1,0,25500,0,201512,1648,201509,0,236600,1648,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,1,3,1,0,2,2,1,3,5,0,0,1,2,2,0,2,1,3,2,2,1,1,2,0,2,1,0,3,201505,0,0,0,2,0,32000,0,201510,,201503,0,240000,1512,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,2,1,1,0,2,2,1,3,1,2,0,1,3,2,0,2,1,3,2,2,1,1,5,7,1,1,16530,3,201506,0,0,1,2,1,40000,150000,201506,1775,201502,0,246000,1775,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502
1,2,1,1,1,0,2,2,1,3,1,2,1,1,3,2,0,3,1,3,1,2,1,2,2,8,1,1,12097,4,201507,0,0,1,2,1,0,380600,201411,3007,201501,0,0,3007,30,2,0,0,370000,0,0,0,0,0,0,0,0,0,0,0,201501
1,2,1,0,1,0,0,0,1,3,0,0,0,1,0,2,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,9,9,9,0,240000,0,,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,1,1,1,0,2,1,1,3,0,2,1,1,2,2,0,3,1,3,2,1,1,2,2,5,1,1,8666,4,201410,0,0,1,2,1,0,211100,201501,,201407,0,0,3195,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201407
1,2,1,1,1,0,0,1,1,3,0,2,1,1,3,2,0,2,1,3,1,1,1,2,5,8,1,1,0,4,201511,0,0,1,2,1,0,201200,0,,201506,0,0,3564,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,3,1,0,2,2,1,3,0,0,0,1,2,0,0,0,1,3,1,1,1,1,8,2,1,1,13068,0,201512,0,0,9,9,9,0,0,201507,,201508,0,0,3724,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,1,1,1,0,1,1,2,3,1,2,2,1,2,2,0,2,1,3,1,1,1,2,5,2,1,1,0,3,201510,0,0,1,2,1,110000,375000,201602,,201411,0,312000,2600,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,1,1,1,1,0,2,1,1,3,4,1,0,1,2,2,0,2,1,3,2,2,1,1,2,8,1,1,87120,4,201507,1000,0,1,3,1,0,0,201409,3500,201501,0,0,3500,60,2,0,0,729000,1,0,0,0,0,0,0,0,0,0,0,201501
1,2,2,1,1,0,0,2,1,3,0,2,0,1,3,2,0,2,1,3,1,2,1,1,5,7,1,1,13000,3,0,0,0,1,2,1,0,200000,0,,201508,0,0,1858,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,1,1,0,2,1,1,3,1,2,0,1,2,2,0,2,1,3,1,1,1,1,5,2,1,1,18589,3,201602,0,0,0,3,0,130000,218200,201602,2479,201508,0,421000,2479,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,1,1,1,0,2,2,1,3,2,1,2,1,3,2,0,2,1,3,2,1,1,2,5,2,1,1,11900,3,201507,300,0,1,3,0,0,250000,201501,3348,201503,0,0,3348,24,2,0,0,318300,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,2,1,1,0,0,1,1,3,0,2,0,1,3,2,0,2,1,3,1,1,1,1,5,2,1,1,21084,4,201511,0,0,1,3,1,0,350000,0,,201506,0,0,2415,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,3,1,0,2,2,1,3,0,0,0,1,2,2,0,0,1,3,2,1,1,1,5,2,1,1,0,0,201507,0,0,0,9,9,0,109800,201507,,201501,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412
1,2,1,3,1,0,0,2,1,3,0,0,0,1,2,1,0,2,1,3,1,1,1,1,2,5,1,1,0,3,0,0,0,0,2,0,0,0,0,,201511,0,0,1982,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,1,1,1,0,2,2,1,3,2,2,2,1,2,2,0,3,1,3,2,1,1,2,7,0,2,1,8540,4,201512,0,0,1,2,1,0,0,201505,2997,201508,0,0,2997,33,2,0,0,284700,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,1,1,1,0,2,0,1,3,0,1,0,1,3,0,0,0,1,3,0,1,1,2,1,0,2,1,0,0,0,0,0,9,9,9,0,450000,201509,,201509,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,1,1,1,0,0,0,1,3,0,1,1,1,3,2,0,2,1,3,0,1,1,2,2,5,1,1,10718,4,201512,1324,0,1,2,1,0,235600,0,,201406,0,0,4253,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201405
1,2,1,1,1,0,2,1,1,3,1,2,1,1,3,2,0,3,1,3,2,1,1,2,2,0,2,1,0,4,201506,0,0,1,3,1,0,199500,201410,3888,201502,0,0,3888,30,2,0,0,515000,0,0,0,0,0,0,0,0,0,0,0,201501
1,2,1,1,1,0,1,2,1,3,0,2,0,1,2,2,0,2,1,3,2,1,1,1,2,0,2,1,0,2,0,0,0,1,2,0,0,223700,201510,,201507,0,0,2041,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,2,1,1,0,2,2,1,3,1,2,1,1,3,2,0,3,1,3,2,1,2,2,5,0,2,2,87120,4,201512,0,0,1,3,1,0,348800,201502,3421,201507,0,0,3421,32,2,0,0,346000,1,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,1,1,0,2,1,1,3,1,2,1,1,3,2,0,3,1,3,2,2,1,2,2,8,1,1,10500,3,201506,0,0,1,2,1,0,358800,201405,2711,201410,0,0,2711,26,2,0,0,380000,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,1,3,1,0,2,2,1,3,1,0,0,1,2,2,0,2,1,3,1,2,1,1,5,2,1,1,8467,3,0,0,0,1,2,0,31500,185000,201512,,201512,0,191000,1619,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,1,3,1,0,1,2,1,3,0,0,2,1,2,2,0,3,1,3,1,1,1,2,5,2,1,1,0,2,0,0,0,1,2,1,0,113600,201602,,201512,0,150800,1810,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,2,1,1,0,2,2,1,3,1,2,0,1,3,2,0,2,1,3,2,2,1,1,5,0,2,1,0,3,201601,0,0,0,2,0,0,170000,201602,1598,201509,0,197700,1598,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,2,1,1,0,0,1,1,3,0,2,0,1,3,2,0,0,1,2,2,1,1,1,5,2,1,1,0,0,0,0,0,9,9,9,0,641600,0,,201512,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201512
1,2,1,1,1,0,2,2,1,3,0,1,0,1,2,0,0,0,1,3,2,1,1,0,2,5,1,1,0,0,201506,0,0,9,9,9,0,285000,201506,,201412,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,1,1,1,0,2,2,1,3,0,1,2,1,3,2,0,2,1,3,2,2,1,2,5,7,1,1,13068,4,201602,1300,0,1,2,2,0,460000,201506,5992,201509,0,0,5992,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,1,3,1,0,2,1,2,3,1,0,2,1,2,2,0,2,1,3,1,1,1,2,2,8,1,1,0,3,201511,0,0,1,3,1,0,387400,201504,3372,201411,0,0,3372,52,2,0,0,824700,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,1,3,1,0,2,2,1,3,1,0,0,1,2,2,0,2,1,3,1,1,1,1,5,0,2,1,10345,3,201510,0,0,0,2,0,0,97100,201412,1545,201404,0,0,1545,99,2,0,0,179500,0,0,0,0,0,0,0,0,0,0,0,201404
1,2,1,1,1,0,2,2,1,3,1,1,1,1,2,2,0,3,1,3,2,1,1,2,5,2,1,1,0,4,201512,1680,0,1,3,1,0,420000,201504,3359,201412,0,0,3359,33,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201404
1,2,2,1,1,0,2,1,1,3,1,2,0,1,3,2,0,2,1,3,2,1,1,1,5,1,1,1,8712,3,201505,0,0,0,2,0,0,100800,201504,1770,201408,0,0,1770,26,2,0,0,185000,0,0,0,0,0,0,0,0,0,0,0,201407
1,2,1,1,1,0,1,2,1,3,1,2,1,1,3,2,0,3,1,3,2,1,1,2,2,5,1,1,0,4,201509,0,0,1,3,1,100000,410900,201509,3732,201408,0,549200,3732,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201408
1,2,1,1,1,0,0,0,1,3,0,2,1,1,3,2,0,3,1,3,0,1,1,2,2,5,1,1,9750,4,0,0,0,1,2,1,0,155900,0,,201503,0,0,2721,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,1,1,1,0,2,2,1,3,1,1,0,1,3,2,0,2,1,3,2,2,2,1,5,7,1,2,87120,3,201502,1000,0,1,3,0,35000,190000,201602,,201411,0,300000,2800,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,2,1,1,0,2,2,1,3,4,2,2,1,2,2,0,2,1,3,2,1,1,2,2,4,1,1,7458,2,0,0,0,1,3,0,60000,518000,201411,,201411,0,518000,2527,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,1,1,1,0,0,2,1,3,0,2,0,1,3,2,0,2,1,3,2,1,1,1,5,2,1,1,16900,3,201511,0,0,0,2,0,0,182400,0,,201505,0,0,1844,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,2,3,1,0,2,2,1,3,0,0,0,1,2,2,0,2,1,3,1,2,1,1,5,0,2,1,12000,3,201509,0,0,0,2,1,0,100000,201509,,201502,0,0,1700,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502
1,2,2,1,1,0,0,2,1,3,0,2,0,1,3,2,0,2,1,3,2,1,1,1,5,7,1,1,11305,3,201601,0,0,1,2,1,0,143700,0,,201507,0,0,1405,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,1,1,1,0,2,2,1,3,1,1,0,1,3,2,0,2,1,3,1,1,1,1,5,7,1,2,2000,4,201510,600,0,1,3,0,0,210000,201507,,201506,0,0,2210,24,2,0,0,249000,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,1,1,0,1,2,1,3,0,2,2,1,2,2,0,2,1,3,1,1,1,2,5,7,1,1,0,3,201505,0,0,1,2,1,0,0,201502,2181,201408,0,0,2181,42,2,0,0,336900,0,0,0,0,0,0,0,0,0,0,0,201408
1,2,1,1,1,0,2,2,1,3,0,1,2,1,3,2,0,2,1,3,2,1,1,2,8,2,1,1,8712,4,201512,862,0,1,2,1,0,0,201512,,201507,0,409900,3982,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,1,1,0,2,1,1,3,4,1,0,1,3,2,0,2,1,3,2,1,1,1,5,2,1,1,13578,3,201503,1982,0,0,2,1,0,225000,201501,3964,201407,0,0,3964,83,2,0,0,217000,0,0,0,0,0,0,0,0,0,0,0,201407
2,2,2,1,1,0,0,1,1,3,0,2,1,1,2,2,0,3,1,3,1,1,1,2,5,2,1,1,13387,4,201501,0,0,0,3,1,0,120000,0,,201406,0,0,2944,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201406
1,2,1,1,1,0,2,2,1,3,1,2,2,1,3,2,0,3,1,3,2,1,1,2,2,5,1,1,15258,3,0,0,0,0,2,1,85000,365500,201512,,201602,0,390000,2880,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201602
1,2,2,1,1,0,2,2,1,3,1,2,1,1,3,2,0,3,1,3,2,1,1,2,8,7,1,1,34848,4,201504,0,0,1,2,1,106200,250000,201408,,201411,0,300000,2851,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201411
1,2,1,1,1,0,2,2,1,3,1,2,2,1,3,2,0,1,1,3,1,1,1,2,5,7,1,1,15576,4,201406,0,0,1,2,1,47700,212500,201502,,201402,0,212500,2161,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201308
1,2,1,3,1,0,2,2,1,3,0,0,2,1,2,2,0,2,1,3,1,1,1,2,2,0,2,1,8712,3,201407,0,0,0,2,0,30000,0,201505,,201404,0,185000,1998,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201403
1,2,2,1,1,0,2,1,1,3,1,2,0,1,3,2,0,1,1,3,1,1,1,1,5,2,1,1,23197,3,201508,0,0,1,2,1,115000,222700,201509,,201503,0,394000,1945,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,2,0,1,0,2,0,1,3,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,163000,201511,,201511,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,1,3,1,0,1,2,1,3,4,0,2,1,2,2,0,2,1,3,1,2,1,2,1,7,1,1,0,3,201410,0,0,1,3,0,0,120000,201501,,201309,0,329000,2646,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201308
1,2,2,2,1,0,2,2,1,3,0,0,0,1,2,2,0,2,1,3,1,1,1,1,5,2,1,1,10000,3,201512,0,0,0,2,0,25000,162200,201602,,201411,0,168000,1534,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,1,1,1,0,0,2,1,3,0,2,0,1,2,2,0,2,1,3,1,1,1,1,5,7,1,1,0,2,0,0,0,1,2,0,0,127000,0,,201508,0,0,2367,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,2,1,1,0,2,2,1,3,1,2,2,1,3,2,0,2,1,3,2,1,2,2,5,7,1,2,37783,4,201502,0,0,1,2,1,0,275000,201410,2808,201410,0,0,2808,52,2,0,0,299000,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,1,1,1,0,2,2,1,3,1,2,1,1,2,2,0,2,1,3,2,2,1,2,2,5,1,1,17008,3,201505,0,0,0,2,1,0,143500,201411,2660,201501,0,0,2660,30,2,0,0,315200,0,0,0,0,0,0,0,0,0,0,0,201501
1,2,1,1,1,0,0,0,1,3,0,2,0,1,0,0,0,0,1,3,0,0,1,2,0,0,0,1,0,0,0,0,0,9,9,9,0,0,0,,201512,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,1,1,1,0,0,2,2,3,0,2,1,1,2,2,0,2,1,3,2,1,1,2,5,0,2,1,0,3,201509,0,0,0,2,0,0,90000,0,,201411,0,0,1296,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,1,1,1,0,2,2,1,3,1,1,1,1,3,2,0,3,1,3,2,1,1,2,2,8,1,1,43560,5,0,1191,0,1,4,1,0,641600,201505,,201510,0,974800,6377,67,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,201510
1,0,2,1,1,0,2,2,1,3,1,2,0,1,3,2,0,2,1,3,2,1,1,1,5,0,2,1,8691,3,0,0,0,1,2,0,36000,145000,201601,,201512,0,198000,1408,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,1,1,1,0,2,2,1,3,1,2,1,1,3,2,0,3,1,3,2,2,1,2,2,0,2,1,59370,5,201510,0,0,1,4,0,0,0,201411,7269,201505,0,0,7269,63,2,0,0,1030000,0,0,0,0,1,0,0,0,0,0,0,201505
1,2,2,1,1,0,2,2,1,3,1,1,0,1,3,2,0,2,1,3,1,1,1,1,5,7,1,1,13405,3,0,600,0,1,3,0,45000,235000,201603,,201512,0,259900,2200,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,1,3,1,0,2,2,1,3,0,0,2,1,2,2,0,2,1,3,2,1,1,2,2,5,1,1,0,3,201507,0,0,0,2,0,0,238000,201503,,201409,0,0,3002,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201408
1,2,2,1,1,0,2,1,1,3,1,2,2,1,3,2,0,2,1,3,1,1,1,2,5,7,1,1,43560,4,201511,0,0,1,2,1,0,280000,201511,2300,201508,0,349000,2300,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,1,1,1,0,0,1,1,3,0,1,0,1,3,2,0,2,1,3,1,1,2,1,5,7,1,2,43560,4,201601,1000,0,1,3,0,0,260000,0,,201507,0,0,3024,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,1,1,0,2,2,1,3,1,1,2,1,2,2,0,1,1,3,2,1,2,2,5,0,2,2,87120,3,201508,450,0,0,2,1,0,140000,201411,1638,201502,0,0,1638,26,3,0,0,141000,0,0,0,0,0,0,0,0,0,0,0,201412
