ACS,AGER,ASSOC,BASE,CAT,CLOS,CON,DECK,DET,DIV,FINC,FNBS,FOYER,FRAME,GAR,HEAT,HEAT2,LNDR,METRO,MFGS,PATI,PRCH,SEWER,STOR,WAL1,WAL2,WALS,WATER,AREA,BEDR,COMP,FNSQ,FFNSQ,FPLS,FULB,HAFB,LOTV,PVALU,SALE,FSQFS,STRT,CONPR,SLPR,SQFS,WEIGHT,FUEL,FUEL2,FCONPR,FSLPR,AREA_F,FNSQ_F,FFNSQ_F,SLPR_F,FSLPR_F,CONPR_F,FCONPR_F,LOTV_F,SQFS_F,FSQFS_F,PVALU_F,AUTH
1,2,1,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,2,1,1,4,0,2,1,7935,3,201507,0,0,0,2,0,0,225000,0,2238,201502,0,0,2238,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502
1,2,1,1,2,0,0,1,1,5,3,1,2,1,2,2,0,2,1,3,2,1,1,2,2,5,1,1,43560,3,201503,1779,0,1,4,0,0,283800,0,7250,201410,0,0,7250,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,1,2,2,0,0,1,1,5,1,0,0,1,4,1,0,2,1,1,2,1,1,1,5,2,1,1,82764,4,201601,0,0,0,2,0,0,0,0,2462,201510,89900,0,2462,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,1,1,2,0,0,1,1,5,1,2,1,1,2,1,0,2,1,3,1,1,1,2,5,7,1,1,21780,3,201501,0,0,1,2,1,0,0,0,1944,201407,185000,0,1944,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201407
1,2,2,1,2,0,0,2,1,5,4,2,0,1,2,1,4,2,1,3,2,2,1,1,2,0,2,1,435600,3,0,0,0,0,2,1,0,269000,0,,201512,269000,0,2074,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201512
1,2,2,1,2,0,0,1,1,5,4,1,0,1,2,2,0,2,1,3,1,2,2,1,1,7,1,2,0,3,201504,0,0,1,2,1,0,198600,0,3240,201404,0,0,3240,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201404
1,2,2,2,2,0,0,2,1,5,1,0,1,1,2,1,0,2,1,2,2,1,1,2,5,0,2,1,43560,3,0,0,0,1,2,1,0,0,0,,201601,245500,0,2374,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,2,2,2,0,0,2,1,5,1,0,2,1,2,1,0,2,1,3,2,1,2,2,5,7,1,2,435600,3,0,0,0,1,2,1,0,230000,0,,201508,0,0,5146,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201508
1,2,1,3,2,0,0,2,1,5,1,0,1,1,3,1,0,2,1,3,1,1,1,2,4,0,2,1,95832,4,0,0,0,0,4,0,0,1390000,0,,201502,1390000,0,8235,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,201501
1,2,2,3,2,0,0,1,1,5,4,0,1,3,2,1,0,3,1,3,1,1,1,2,4,0,2,1,10200,4,201506,0,0,1,4,2,0,0,0,6480,201312,0,0,6480,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201312
1,2,2,1,2,0,0,2,1,5,1,2,0,1,2,1,0,2,1,3,2,1,2,1,5,2,1,2,81675,3,0,0,0,0,2,1,0,250000,0,,201601,300000,0,2070,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,1,1,2,0,0,1,1,5,1,2,2,1,3,2,0,2,1,3,1,1,2,2,1,7,1,1,30492,4,201512,0,0,2,4,2,0,226300,0,5148,201411,0,0,5148,234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,2,2,2,0,0,1,1,5,0,0,1,1,2,1,4,2,1,3,1,1,1,2,8,0,2,1,20473,5,0,0,0,1,2,1,0,259600,0,,201511,0,0,3710,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,2,3,2,0,0,2,1,5,1,0,0,1,3,1,0,2,1,3,1,2,2,1,4,0,2,1,56628,4,201510,0,0,0,3,0,0,362400,0,3423,201502,0,0,3423,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502
1,2,2,3,2,0,0,1,1,5,1,0,2,1,2,1,0,2,1,3,2,1,2,2,5,2,1,2,392040,3,201601,0,0,0,2,0,0,250000,0,2932,201505,0,0,2932,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,2,3,2,0,0,2,1,5,1,0,2,1,1,2,0,3,1,3,2,1,1,2,8,7,1,1,0,4,201509,0,0,1,3,0,0,0,0,,201506,249700,0,3240,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,2,3,2,0,0,0,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,0,0,0,0,1,13068,3,0,0,0,9,2,9,0,211200,0,,201601,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
0,2,2,1,2,0,0,2,1,5,0,2,2,1,1,0,0,0,1,3,2,1,0,2,0,0,0,0,139392,2,201510,0,0,1,2,0,0,380000,0,1700,201504,0,0,1700,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,2,1,2,0,0,2,1,5,1,2,0,1,2,2,0,2,1,3,2,1,2,1,5,7,1,2,95832,3,0,0,0,1,2,1,0,0,0,,201509,284000,0,2078,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,2,3,2,0,0,2,1,5,1,0,1,1,2,1,4,2,1,3,2,1,2,2,2,0,2,2,248292,4,0,0,0,2,3,1,0,0,0,,201407,260000,0,7522,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201402
1,2,2,2,2,0,0,2,1,5,1,0,0,1,2,1,4,2,1,3,2,1,2,1,5,0,2,2,74052,3,201602,0,0,1,2,0,0,0,0,1556,201506,0,0,1556,55,1,0,92000,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,2,3,2,0,0,0,1,5,1,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,9,9,9,0,0,0,,201406,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201406
1,2,2,3,2,0,0,1,1,5,1,0,2,2,4,1,0,2,1,3,1,1,2,2,9,0,2,2,43200,3,201504,0,0,0,2,1,0,120000,0,4445,201411,0,0,4445,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,2,3,2,0,0,0,1,5,0,0,0,1,0,1,0,2,1,3,0,0,2,1,5,0,2,2,113256,3,201603,0,0,9,3,0,0,200000,0,4005,201508,0,0,4005,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,0,4,0,0,0,9,3,0,0,300000,0,,201509,0,0,5085,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,2,3,2,0,0,2,1,5,1,0,0,3,3,1,0,2,1,3,1,2,1,1,4,0,2,1,38850,3,201512,0,0,0,3,0,0,178200,0,2815,201506,0,0,2815,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,3,2,0,0,2,1,5,0,0,1,1,2,1,0,2,1,3,2,1,1,2,0,0,0,1,9900,4,201501,0,0,0,3,1,0,0,0,3132,201404,0,0,3132,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201404
1,2,2,1,2,0,0,1,1,5,1,2,0,1,2,1,0,2,1,3,1,1,2,1,5,0,2,2,435600,5,201505,0,0,1,3,1,0,250000,0,2200,201408,0,0,2200,58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201408
1,2,1,2,2,0,0,1,1,5,0,0,0,1,3,1,0,2,1,3,2,1,2,1,5,0,2,1,248292,3,201512,0,0,1,2,0,0,405100,0,2832,201505,0,0,2832,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,1,3,2,0,0,2,1,5,2,0,2,1,2,1,0,2,1,3,1,1,1,2,1,4,1,1,104544,3,201603,0,0,0,2,0,0,295700,0,3055,201505,0,0,3055,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,1,3,2,0,0,2,1,5,1,0,1,1,3,1,0,2,1,3,1,1,2,2,4,0,2,2,49500,4,201503,0,0,0,3,1,0,750000,0,6871,201407,0,0,6871,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201407
1,2,1,1,2,0,0,2,1,5,0,1,2,1,3,1,0,2,1,3,2,1,1,2,4,7,1,1,117612,4,201503,2044,0,1,4,1,0,120000,0,7767,201406,0,0,7767,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201406
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,2,1,2,1,5,0,2,1,34848,3,201501,0,0,1,2,0,0,109100,0,1600,201409,0,0,1600,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201409
1,2,1,1,2,0,0,2,1,5,1,2,0,1,2,1,0,2,1,1,2,1,2,1,1,0,2,2,435600,2,201503,0,0,0,2,0,0,500000,0,2300,201409,0,0,2300,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201409
1,2,1,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,0,4,201511,0,0,9,3,0,0,276000,0,,201506,276000,0,4301,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,2,2,2,0,0,2,1,5,1,0,1,1,2,1,4,2,1,3,2,1,1,2,8,0,2,1,43560,3,0,0,0,1,2,0,0,0,0,,201601,179800,0,1762,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,2,1,2,0,0,1,1,5,3,1,0,1,4,1,0,2,1,3,2,1,2,1,1,7,1,1,435600,2,201504,0,0,1,2,0,0,288800,0,1944,201406,0,0,1944,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201405
1,2,2,3,2,0,0,2,1,5,0,0,1,1,2,1,0,3,1,3,1,1,1,2,4,0,2,1,14986,5,0,0,0,9,4,1,0,313000,0,,201512,1000000,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,2,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,1,2,1,2,0,2,1,191664,3,201503,0,0,0,2,0,0,0,0,,201412,134000,0,1687,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412
1,2,1,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,0,3,0,0,0,9,2,0,0,300000,0,,201507,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,1,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,1,1,1,4,0,2,1,21172,3,201507,0,0,1,2,0,0,150000,0,2679,201501,0,0,2679,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201501
1,2,2,1,2,0,0,1,1,5,0,1,2,1,2,1,0,2,1,3,1,1,2,2,8,9,1,2,217800,3,201501,0,0,2,2,1,0,779600,0,3340,201404,0,0,3340,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201401
1,2,2,3,2,0,0,2,1,5,1,0,1,1,2,1,0,2,1,3,2,1,2,2,8,0,2,2,74052,5,201506,0,0,1,3,1,0,0,0,3589,201410,0,0,3589,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,2,3,2,0,0,2,1,5,0,0,0,1,4,1,0,2,1,3,1,1,2,1,5,1,1,2,0,2,0,0,0,0,1,0,0,0,0,,201404,30000,0,960,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201404
1,2,2,2,2,0,0,2,1,5,1,0,0,1,4,1,0,2,1,3,2,1,2,1,5,0,2,2,87120,3,0,0,0,0,2,0,0,102500,0,,201509,160000,0,1723,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,2,3,2,0,0,2,1,5,1,0,1,1,2,1,0,2,1,3,1,1,1,2,8,2,1,1,39204,4,201511,0,0,0,3,1,0,0,0,3180,201504,0,0,3180,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,2,3,2,0,0,2,1,5,4,0,0,1,4,1,0,5,1,3,2,1,2,1,1,0,2,2,8712,2,201603,0,0,1,1,0,0,96900,0,929,201510,0,0,929,28,1,0,96900,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,0,3,0,0,0,9,2,0,0,259700,0,,201510,0,0,2117,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,2,2,2,0,0,2,1,5,1,0,1,1,2,1,4,2,1,3,2,1,2,2,8,2,1,2,130680,3,201512,0,0,1,3,0,0,0,0,2745,201506,0,0,2745,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,1,2,2,0,0,1,1,5,1,0,0,1,4,1,0,2,1,1,2,2,1,1,5,2,1,1,8712,4,201501,0,0,1,2,0,0,189100,0,,201410,0,0,2189,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,2,3,2,0,0,0,1,5,0,0,2,1,2,1,0,0,1,3,1,1,1,2,0,0,0,1,0,4,0,0,0,9,2,9,0,300000,0,,201512,0,0,2250,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,2,3,2,0,0,2,1,5,1,0,2,1,2,1,0,3,1,3,1,1,1,2,4,0,2,1,13200,5,201604,0,0,0,3,2,0,343000,0,,201505,0,0,4037,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,1,2,2,0,0,2,1,5,1,0,2,1,4,1,0,2,1,3,2,1,1,2,5,0,2,1,0,3,201504,0,0,1,2,0,0,100000,0,1728,201411,0,0,1728,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,2,3,2,0,0,2,1,5,1,0,0,3,2,1,0,2,1,3,1,1,2,1,4,0,2,2,60310,3,201508,0,0,0,2,0,0,164500,0,3198,201504,0,0,3198,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,1,2,2,0,0,2,1,5,4,0,1,1,3,2,0,2,1,3,1,1,2,2,2,0,2,2,43560,4,0,0,0,2,4,1,0,215000,0,,201508,529000,0,3877,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,10600,4,0,0,0,9,1,0,0,243800,0,,201601,0,0,1272,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,2,3,2,0,0,2,1,5,4,0,0,1,4,1,0,5,1,3,2,1,2,1,1,0,2,2,108900,2,0,0,0,0,1,0,0,68000,0,,201501,68000,0,981,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201501
1,2,2,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,1,1,1,5,0,2,1,8712,3,201506,0,0,2,2,0,0,109600,0,,201501,156500,0,1795,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201501
1,2,2,1,2,0,0,1,1,5,1,2,0,1,2,1,0,2,1,3,2,1,1,1,2,0,2,1,217800,3,201506,0,0,1,2,0,0,0,0,1944,201411,0,0,1944,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,2,1,2,5,1,1,26136,3,201510,0,0,0,2,0,0,125000,0,,201507,0,0,2936,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,2,3,2,0,0,2,1,5,4,0,0,1,3,1,0,2,1,3,1,2,1,1,4,0,2,1,10000,3,201508,0,0,0,2,0,0,234200,0,2268,201412,0,0,2268,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,0,4,0,0,0,9,3,9,0,0,0,,201507,417000,0,4435,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,2,3,2,0,0,2,1,5,1,0,1,1,2,1,4,2,1,3,2,1,2,2,5,0,2,2,435600,3,201603,0,0,1,2,0,0,0,0,3134,201507,0,0,3134,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,1,2,0,0,1,1,5,0,2,2,1,2,1,0,2,1,3,2,1,1,2,5,0,2,1,21780,4,201504,0,0,1,3,0,0,201800,0,2157,201411,0,0,2157,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410
1,2,1,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,17424,4,0,0,0,9,3,0,0,135000,0,,201510,0,0,4197,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201507
1,2,2,4,2,0,0,1,1,5,0,0,2,1,4,1,0,2,1,3,2,1,2,2,5,0,2,1,21780,4,201510,0,0,0,3,0,0,113300,0,,201505,218500,0,2091,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,2,2,2,0,0,2,1,5,1,0,2,1,2,1,0,3,1,3,2,1,1,2,5,7,1,1,435600,4,0,0,0,1,2,1,0,370000,0,,201511,380000,0,3288,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201510
1,2,2,2,2,0,0,2,1,5,4,0,0,1,4,1,0,2,1,1,2,2,2,1,5,0,2,2,43560,3,201508,0,0,0,2,0,0,109000,0,1352,201506,0,0,1352,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,2,3,2,0,0,2,1,5,0,0,1,1,2,1,0,2,1,3,1,1,1,2,2,0,0,1,0,4,0,0,0,9,3,0,0,480000,0,,201309,480000,0,3500,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201308
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,2,1,0,0,0,1,34848,3,201601,0,0,9,2,0,0,269000,0,,201506,0,0,3931,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,2,2,2,0,0,1,1,5,1,0,1,1,3,1,0,2,1,3,2,1,2,2,5,0,2,2,87120,4,201504,0,0,2,4,0,0,380000,0,6193,201408,0,0,6193,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201407
1,2,2,2,2,0,0,2,1,5,2,0,0,1,4,1,0,2,1,1,2,1,2,1,1,0,2,2,104544,3,201508,0,0,0,2,1,0,0,0,1793,201503,0,0,1793,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201502
1,2,2,3,2,0,0,2,1,5,1,0,0,3,2,1,0,2,1,3,1,2,2,1,4,0,2,2,43560,3,201510,0,0,1,2,0,0,290000,0,2903,201505,239000,0,2903,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,2,2,2,0,0,2,1,5,1,0,1,1,2,1,4,2,1,3,2,1,1,2,8,7,1,1,60984,4,0,0,0,1,3,1,0,0,0,,201511,293500,0,3129,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,1,3,2,0,0,1,1,5,1,0,2,1,3,1,0,6,1,3,2,1,1,2,4,2,1,1,198440,4,201509,0,0,1,4,0,0,850000,0,7863,201411,0,0,8235,29,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,201411
1,2,1,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,2,1,1,4,0,2,1,18240,3,201508,0,0,0,2,0,0,213700,0,2561,201504,0,0,2561,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201503
1,2,2,2,2,0,0,2,1,5,1,0,0,1,3,1,2,2,1,3,2,1,2,1,2,0,2,2,87120,3,0,0,0,1,4,0,0,319000,0,,201511,460000,0,3523,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,1,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,2,1,1,4,0,2,1,17424,3,201502,0,0,0,2,0,0,250000,0,2592,201410,0,0,2592,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201409
1,2,2,1,2,0,0,1,1,5,1,2,0,1,1,1,2,1,1,1,2,2,1,1,5,0,2,1,435600,3,0,0,0,0,2,1,0,275000,0,,201510,275000,0,1900,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201509
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,2,1,0,0,0,1,235224,3,0,0,0,9,2,0,0,0,0,,201601,0,0,5972,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,1,3,2,0,0,1,1,5,1,0,1,1,2,1,0,3,1,3,1,2,1,2,2,0,2,1,8000,4,0,0,0,1,3,1,0,238000,0,,0,300000,0,3400,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201506
1,2,2,3,2,0,0,2,1,5,1,0,2,1,1,1,0,2,1,3,1,1,1,2,5,0,2,1,4356,3,201512,0,0,0,2,1,0,146400,0,1556,201505,0,0,1556,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
0,2,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,167500,0,,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,2,1,2,0,0,2,1,5,0,1,2,1,3,1,0,3,1,3,1,1,2,2,1,7,1,2,435600,3,0,1600,0,1,4,1,0,400000,0,,201511,0,0,4320,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,2,3,2,0,0,0,1,5,0,0,0,1,2,1,0,0,1,3,1,1,1,0,0,0,0,1,0,3,201601,0,0,9,2,9,0,0,0,,201507,460000,0,4125,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,2,3,2,0,0,0,1,5,0,0,0,1,2,1,0,0,1,3,1,1,1,2,0,0,0,1,0,4,0,0,0,9,3,9,0,0,0,,201510,130000,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,1,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,0,0,0,1,0,4,0,0,0,9,3,9,0,260000,0,,201508,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,2,1,2,0,0,2,1,5,1,1,1,1,3,2,0,3,1,3,2,2,2,2,5,2,1,1,87120,5,201509,0,0,1,4,0,0,295000,0,7863,201407,0,0,8235,38,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,201405
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,2,0,0,1,0,4,201512,0,0,1,3,0,0,0,0,2637,201502,0,0,2637,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412
1,2,2,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,1,1,1,4,0,2,1,7998,4,201602,0,0,0,3,0,0,177000,0,2446,201509,0,0,2446,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,2,3,2,0,0,0,1,5,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,201511,0,0,9,9,9,0,0,0,,201505,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201505
1,2,2,3,2,0,0,2,1,5,0,0,2,1,2,1,0,0,1,3,1,1,1,2,4,0,2,1,5757,4,0,0,0,0,2,1,0,314900,0,,201509,325000,0,2523,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,2,4,2,0,0,1,1,5,1,0,2,1,2,1,0,3,1,3,2,1,1,2,8,0,2,1,13068,4,201507,0,0,0,3,1,0,0,0,,201411,353900,0,2681,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,2,3,2,0,0,2,1,5,1,0,0,1,3,1,0,2,1,3,1,2,1,1,4,0,2,1,10000,3,201603,0,0,0,3,0,0,258700,0,2420,201508,0,0,2420,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201508
1,2,2,3,2,0,0,2,1,5,1,0,0,3,2,1,0,0,1,3,1,2,1,2,4,0,2,1,12500,3,0,0,0,9,4,2,0,1000000,0,,201602,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
1,2,2,4,2,0,0,2,1,5,4,0,0,1,4,1,0,2,1,3,2,1,2,1,5,0,2,2,0,2,201603,0,0,0,1,0,0,55000,0,918,201509,0,0,900,56,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,201508
1,2,2,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,1,1,1,2,0,2,1,13068,3,201506,0,0,1,2,0,0,0,0,,201412,266600,0,2034,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412
1,2,2,3,2,0,0,2,1,5,0,0,0,1,1,1,0,2,1,3,2,1,2,1,4,0,2,2,69696,3,0,0,0,0,2,1,0,180000,0,,201601,180000,0,2620,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201512
1,2,2,3,2,0,0,2,1,5,1,0,1,1,2,1,4,2,1,3,2,1,2,2,5,2,1,2,182952,3,0,0,0,1,2,1,0,0,0,,201511,209900,0,3287,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201511
1,2,2,3,2,0,0,2,1,5,1,0,0,1,4,1,0,2,1,3,1,1,2,1,4,0,2,2,45296,3,201506,0,0,0,2,0,0,136000,0,1790,201503,0,0,1790,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201412
1,2,2,3,2,0,0,1,1,5,4,0,1,1,3,1,0,2,1,3,1,2,1,2,4,0,2,1,12601,3,201503,0,0,0,3,0,0,361300,0,3488,201408,445000,0,3488,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201408
1,2,1,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,1,2,1,4,0,2,2,89320,4,201503,0,0,0,3,0,0,172000,0,2506,201411,0,0,2506,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201411
1,2,2,1,2,0,0,1,1,5,2,2,2,1,2,2,0,2,1,3,2,1,1,2,8,7,1,1,36000,4,201501,0,0,1,3,0,0,260000,0,3132,201409,0,0,3132,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201409
1,2,2,3,2,0,0,2,1,5,1,0,0,1,2,1,0,2,1,3,1,1,1,1,2,0,2,1,65340,4,201508,0,0,1,3,0,0,230000,0,,201504,290600,0,2564,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201504
1,2,2,3,2,0,0,2,1,5,0,0,0,1,2,1,0,2,1,3,1,1,1,1,8,0,2,1,0,2,0,0,0,9,2,0,0,86400,0,,201510,0,0,981,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201510
1,2,1,3,2,0,0,2,1,5,4,0,2,1,2,1,0,3,1,3,1,1,1,2,8,0,2,1,0,5,201511,0,0,2,4,2,0,381800,0,7503,201406,0,0,7503,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201405
1,2,2,2,2,0,0,2,1,5,1,0,1,1,2,1,4,2,1,3,2,1,2,2,8,0,2,2,60984,3,0,0,0,1,2,1,0,0,0,,201509,167600,0,2168,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201509
